"collision_index","vehicle_reference","vehicle_type","vehicle_manoeuvre","junction_location","skidding_and_overturning","hit_object_in_carriageway","first_point_of_impact","sex_of_driver","age_of_driver","engine_capacity_cc","propulsion_code","age_of_vehicle"
"2025000000231",1,9,7,8,0,0,1,2,19,1242,1,15
"2025000000232",1,19,11,8,0,0,1,1,38,2143,2,4
"2025000000232",2,9,19,8,0,0,2,2,61,998,1,5
"2025000000233",2,9,19,8,0,0,2,2,59,1086,1,14
"2025000000233",1,9,5,4,0,0,1,1,48,1995,2,4
"2025000000234",1,5,19,1,1,0,1,1,52,1000,1,13
"2025000000235",2,9,4,1,0,0,1,2,33,1950,2,4
"2025000000235",1,9,9,5,0,0,1,1,36,1997,2,14
"2025000000236",1,11,5,0,0,0,0,2,54,9000,2,13
"2025000000237",1,2,9,8,1,0,4,2,16,50,1,3
"2025000000238",1,9,19,0,0,0,1,2,63,1598,1,8
"2025000000238",2,9,7,0,0,0,2,1,68,1798,8,5
"2025000000239",2,5,4,0,0,0,2,1,56,1200,1,2
"2025000000239",1,5,19,0,0,0,1,1,46,999,1,4
"2025000000239",4,5,2,0,0,0,3,1,33,-1,-1,-1
"2025000000239",3,5,2,0,0,0,3,1,38,1077,1,1
"2025000000240",1,9,19,2,1,11,4,1,40,2967,2,7
"2025000000240",2,8,3,2,0,0,1,1,48,1950,2,5
"2025000000241",1,8,7,5,0,0,1,1,42,1797,8,10
"2025000000242",2,9,19,2,0,0,3,1,19,1598,1,9
"2025000000242",1,9,19,2,0,0,1,1,71,2993,2,1
"2025000000243",2,1,19,0,0,0,1,1,69,-1,-1,-1
"2025000000243",1,9,15,0,0,0,4,1,30,-1,-1,-1
"2025000000244",1,19,15,0,0,4,1,1,32,2198,2,6
"2025000000244",2,11,2,0,0,0,2,1,58,6700,2,1
"2025000000245",1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,-1
"2025000000245",2,1,-1,-1,-1,-1,-1,1,52,-1,-1,-1
"2025000000246",2,3,19,8,1,0,1,1,19,124,1,9
"2025000000246",1,9,9,5,0,0,4,2,60,1398,1,9
"2025000000247",1,9,15,1,0,0,1,3,-1,-1,-1,-1
"2025000000247",2,1,19,1,0,0,2,1,62,-1,-1,-1
"2025000000248",2,9,4,0,0,0,0,1,74,1318,1,3
"2025000000248",1,9,19,0,0,0,2,1,40,999,1,8
"2025000000249",2,9,19,0,0,0,3,2,22,1560,2,12
"2025000000249",1,9,19,0,0,0,3,2,88,-1,-1,-1
"2025000000250",2,9,2,0,0,0,1,3,-1,1956,2,12
"2025000000250",1,9,19,0,5,4,1,2,61,1084,1,5
"2025000000251",1,9,19,0,0,0,1,1,21,4367,2,5
"2025000000251",2,9,19,0,0,0,1,1,31,1598,2,4
"2025000000252",1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,-1
"2025000000253",3,9,4,0,0,0,2,1,23,1461,2,9
"2025000000253",1,19,19,0,0,4,1,1,43,1995,2,3
"2025000000253",2,9,3,0,0,0,2,1,27,1498,1,3
"2025000000254",2,21,19,1,1,0,1,1,32,16400,2,6
"2025000000254",1,9,19,2,0,0,1,2,81,1197,1,6
"2025000000255",1,19,19,0,0,0,3,3,33,-1,-1,-1
"2025000000255",2,1,19,0,0,0,3,1,29,-1,-1,-1
"2025000000256",2,19,7,0,0,0,4,1,70,1995,2,6
"2025000000256",1,9,19,0,0,0,3,1,50,-1,-1,-1
"2025000000257",2,9,19,0,0,0,3,2,31,1246,1,16
"2025000000257",1,9,11,0,0,0,4,3,-1,-1,-1,-1
"2025000000258",2,9,19,1,0,0,3,3,-1,1968,2,8
"2025000000258",1,9,19,1,0,0,1,1,52,1422,2,13
"2025000000259",1,9,9,5,0,0,1,1,38,1798,8,5
"2025000000260",1,9,12,0,0,0,1,1,44,1997,2,15
"2025000000260",2,9,5,0,0,0,2,2,47,2494,8,4
"2025000000261",1,9,19,4,0,0,1,2,-1,-1,-1,-1
"2025000000261",2,1,9,3,0,0,1,2,33,-1,-1,-1
"2025000000262",1,9,19,0,0,0,4,3,-1,1998,1,16
"2025000000262",2,9,19,0,0,0,3,1,28,1998,1,17
"2025000000263",1,9,12,1,0,0,1,1,42,1797,8,10
"2025000000263",2,9,19,8,0,0,1,2,33,1769,1,17
"2025000000264",1,9,9,1,0,0,1,1,32,1461,2,6
"2025000000264",2,9,19,1,0,0,3,2,27,999,1,7
"2025000000265",1,9,19,3,1,9,1,1,27,1598,1,9
"2025000000266",2,9,-1,0,-1,-1,-1,2,57,1339,1,14
"2025000000266",1,16,-1,0,-1,-1,-1,2,47,-1,-1,-1
"2025000000267",1,9,19,2,0,0,1,1,91,-1,-1,-1
"2025000000268",1,9,19,1,0,0,1,1,77,1490,8,1
"2025000000269",2,9,2,0,0,0,2,1,38,-1,-1,-1
"2025000000269",1,9,19,0,0,0,1,1,52,1968,2,16
"2025000000270",2,9,19,8,0,0,4,1,39,1999,2,8
"2025000000270",1,9,7,6,0,0,1,1,30,1968,2,19
"2025000000271",1,9,19,1,0,0,1,1,66,2401,2,20
"2025000000271",2,9,3,1,0,0,2,1,29,1591,1,4
"2025000000271",3,9,3,1,0,0,2,1,26,999,1,1
"2025000000272",1,11,4,0,0,0,0,2,54,4500,2,4
"2025000000273",2,9,99,9,9,99,2,3,-1,-1,-1,-1
"2025000000273",1,8,99,9,9,99,2,1,34,1797,8,7
"2025000000274",1,2,19,0,0,0,1,1,16,49,1,13
"2025000000274",2,9,19,0,0,0,2,3,-1,-1,-1,-1
"2025000000275",2,9,19,0,0,0,1,2,43,1582,2,7
"2025000000275",1,9,9,0,0,0,1,1,26,1686,2,16
"2025000000276",2,1,19,8,0,0,1,1,46,-1,-1,-1
"2025000000276",1,9,19,5,0,0,1,2,39,-1,3,1
"2025000000277",1,9,3,0,0,0,2,2,31,1364,1,10
"2025000000277",2,9,19,0,0,0,1,2,-1,-1,-1,-1
"2025000000278",1,2,19,0,1,0,0,1,19,125,1,0
"2025000000279",1,9,-1,-1,-1,-1,-1,2,26,-1,-1,-1
"2025000000280",1,9,3,2,0,0,2,2,37,1598,1,11
"2025000000280",3,9,19,2,0,0,1,2,23,1398,1,4
"2025000000280",2,9,19,2,0,0,1,1,61,999,1,9
"2025000000280",4,9,3,2,0,0,0,3,-1,-1,-1,-1
"2025000000281",2,1,9,8,0,0,1,1,16,-1,-1,-1
"2025000000281",1,9,19,4,0,0,1,1,38,1198,1,16
"2025000000282",1,3,19,8,0,0,1,1,18,124,1,19
"2025000000282",2,9,19,6,0,0,3,2,19,998,1,8
"2025000000283",1,9,19,0,0,0,1,3,-1,-1,-1,-1
"2025000000283",2,1,19,0,0,0,3,1,21,-1,-1,-1
"2025000000284",1,9,19,2,0,0,1,1,37,2183,2,10
"2025000000284",2,8,2,2,0,0,2,3,-1,1598,2,6
"2025000000285",2,9,19,1,0,0,1,2,44,1560,2,8
"2025000000285",1,9,9,1,0,0,4,2,80,1499,2,3
"2025000000286",2,19,-1,8,-1,-1,-1,3,-1,2148,2,16
"2025000000286",1,9,3,8,0,0,2,1,61,1968,2,11
"2025000000287",1,9,19,1,0,0,1,1,48,1798,8,8
"2025000000288",1,3,19,0,5,0,1,1,35,125,1,1
"2025000000288",2,9,9,0,0,0,2,1,17,1994,7,19
"2025000000289",2,9,4,1,0,0,2,2,18,1242,1,11
"2025000000289",1,9,19,1,0,0,1,1,26,-1,-1,-1
"2025000000290",1,9,19,2,1,6,3,1,28,1332,8,0
"2025000000291",1,4,19,1,0,0,1,1,20,349,1,2
"2025000000291",2,9,9,8,0,0,3,2,62,1497,8,8
"2025000000292",2,9,19,1,0,0,1,2,75,1389,1,22
"2025000000292",1,1,19,2,0,0,1,1,55,-1,-1,-1
"2025000000293",1,9,19,2,1,0,1,1,59,1242,1,8
"2025000000294",1,9,10,1,0,0,1,2,36,1598,1,17
"2025000000294",2,9,19,2,0,0,1,2,57,3628,2,13
"2025000000294",3,8,19,1,0,0,3,1,68,1498,1,0
"2025000000295",1,9,4,1,0,0,1,1,47,1395,1,9
"2025000000295",3,9,4,1,0,0,2,1,78,-1,-1,-1
"2025000000295",4,9,4,1,0,0,2,2,30,1399,2,14
"2025000000295",2,9,4,1,0,0,2,1,31,999,1,1
"2025000000296",1,9,19,0,0,0,4,2,59,1242,8,1
"2025000000296",2,9,9,0,0,0,3,1,34,1968,2,9
"2025000000297",2,1,5,2,0,0,3,1,13,-1,-1,-1
"2025000000297",1,9,19,2,0,0,1,1,30,1968,2,6
"2025000000298",2,9,3,0,1,11,1,1,17,1364,1,15
"2025000000298",1,19,3,0,0,0,0,3,-1,-1,-1,-1
"2025000000299",2,3,19,0,0,0,4,1,18,124,1,14
"2025000000299",1,9,19,0,2,0,3,1,18,1349,1,23
"2025000000300",1,9,19,2,0,0,1,2,51,1598,8,2
"2025000000301",1,9,4,1,0,0,2,3,-1,2231,2,12
"2025000000301",2,9,2,2,0,0,2,2,53,1598,2,10
"2025000000302",2,4,19,8,0,0,2,1,20,-1,-1,-1
"2025000000302",1,9,9,8,0,0,0,2,45,1598,1,9
"2025000000303",3,9,19,0,0,0,3,1,20,1498,1,3
"2025000000303",2,9,19,0,1,0,3,1,67,1798,8,3
"2025000000303",4,9,2,0,0,0,3,3,-1,1582,2,7
"2025000000303",1,9,19,0,1,0,1,2,44,1364,1,16
"2025000000304",1,9,7,8,0,0,3,1,48,2400,2,12
"2025000000305",1,3,99,9,9,99,9,1,32,125,1,1
"2025000000305",2,9,99,9,9,99,2,3,-1,1995,1,19
"2025000000306",1,9,19,0,0,0,4,2,69,1796,1,21
"2025000000307",1,9,19,1,0,0,4,2,58,999,1,12
"2025000000308",3,9,4,1,0,0,2,1,33,1998,8,4
"2025000000308",2,9,4,1,0,0,2,2,41,1968,2,14
"2025000000308",1,9,5,1,1,0,1,1,36,3982,1,2
"2025000000309",1,9,19,1,0,0,1,2,24,2360,8,4
"2025000000309",2,19,19,1,0,0,3,1,42,2298,2,6
"2025000000310",1,5,19,0,1,0,0,1,31,998,1,5
"2025000000311",2,4,19,2,0,0,1,2,45,124,1,17
"2025000000311",1,9,6,1,0,0,1,2,37,1084,1,4
"2025000000312",2,9,3,1,0,0,2,1,46,-1,-1,-1
"2025000000312",1,9,19,1,0,0,1,1,72,1389,1,19
"2025000000313",1,1,99,9,9,99,9,1,29,-1,-1,-1
"2025000000313",2,9,99,9,9,99,1,3,-1,-1,-1,-1
"2025000000314",1,1,5,1,0,0,3,1,14,-1,-1,-1
"2025000000314",2,9,9,4,0,0,4,2,31,998,1,5
"2025000000315",2,9,4,0,0,0,2,1,40,2495,2,17
"2025000000315",1,9,19,0,0,0,1,1,38,1995,12,1
"2025000000316",3,9,19,0,0,0,2,2,48,1591,1,4
"2025000000316",1,9,19,0,0,0,1,1,44,-1,-1,-1
"2025000000316",2,19,19,0,0,0,1,1,41,-1,-1,-1
"2025000000317",1,1,99,9,9,99,1,1,22,-1,-1,-1
"2025000000318",2,9,19,0,0,0,3,2,74,3456,8,7
"2025000000318",1,21,19,0,3,0,3,1,42,12419,2,1
"2025000000319",1,9,19,0,2,0,1,1,23,1968,2,18
"2025000000320",1,19,7,2,0,0,4,1,51,2198,2,8
"2025000000321",2,9,19,1,0,0,1,2,17,-1,-1,-1
"2025000000322",1,9,19,1,0,0,3,1,57,-1,-1,-1
"2025000000322",2,9,19,1,0,0,1,1,37,1496,1,2
"2025000000323",1,9,5,4,0,0,1,1,41,999,1,3
"2025000000323",2,1,5,8,0,0,1,1,43,-1,-1,-1
"2025000000324",1,1,19,1,0,0,3,1,67,-1,-1,-1
"2025000000324",2,19,13,1,0,0,4,3,-1,-1,-1,-1
"2025000000325",2,9,19,0,0,0,1,1,26,1686,2,8
"2025000000325",1,9,19,0,0,10,1,1,20,-1,-1,-1
"2025000000326",2,9,19,0,1,0,3,1,73,1995,2,4
"2025000000326",1,9,19,0,1,0,1,1,87,1598,1,6
"2025000000327",2,5,19,0,1,0,2,1,50,1294,1,21
"2025000000327",1,9,19,0,0,0,1,1,21,998,1,6
"2025000000328",2,9,19,2,0,4,1,1,80,1598,1,10
"2025000000328",1,9,2,2,0,0,2,3,-1,-1,-1,-1
"2025000000329",2,9,4,4,0,0,2,3,-1,1995,2,7
"2025000000329",1,9,4,4,0,0,1,1,58,1598,1,13
"2025000000330",1,-1,19,0,0,0,1,1,-1,-1,-1,-1
"2025000000331",2,9,19,0,0,0,3,2,30,-1,-1,-1
"2025000000331",1,11,14,0,0,0,4,1,-1,6700,2,12
"2025000000332",1,21,19,0,0,0,1,1,26,12742,2,2
"2025000000332",2,9,19,0,0,0,3,2,32,1242,1,16
"2025000000333",2,9,9,5,0,0,4,2,27,1197,1,12
"2025000000333",1,5,19,8,0,0,1,1,25,640,1,22
"2025000000334",1,9,5,0,0,0,3,1,18,1149,1,18
"2025000000334",2,2,19,0,0,0,4,1,17,50,1,21
"2025000000335",2,5,7,1,0,0,2,1,35,800,1,3
"2025000000335",1,11,19,1,0,0,1,2,27,4500,2,3
"2025000000336",2,9,19,0,0,0,1,2,37,1984,1,2
"2025000000336",1,9,19,0,1,0,1,1,19,1390,1,16
"2025000000337",1,9,19,1,0,0,1,3,-1,1197,1,6
"2025000000337",2,9,19,1,0,0,2,2,32,1598,2,7
"2025000000338",2,9,19,1,5,0,1,2,36,1339,1,10
"2025000000338",1,9,9,8,0,0,4,2,68,998,1,4
"2025000000339",1,21,7,1,0,0,4,1,64,12740,2,9
"2025000000339",2,9,7,1,0,0,3,2,70,999,1,4
"2025000000340",2,1,3,1,0,0,0,2,62,-1,-1,-1
"2025000000340",1,9,7,1,0,0,0,2,27,1360,1,15
"2025000000341",1,5,19,0,0,0,1,1,58,1200,1,1
"2025000000342",2,1,19,4,0,0,1,1,25,-1,-1,-1
"2025000000342",1,9,19,8,0,0,4,1,51,1560,2,8
"2025000000343",1,5,19,1,0,0,1,1,43,1077,1,4
"2025000000343",2,19,19,1,0,0,1,2,52,-1,-1,-1
"2025000000344",2,9,9,0,0,0,4,1,22,1496,2,6
"2025000000344",1,5,19,0,1,0,1,1,51,800,1,8
"2025000000345",3,9,4,0,0,0,2,2,48,1798,8,4
"2025000000345",1,19,19,0,0,0,1,1,52,1995,2,1
"2025000000345",2,20,4,0,0,0,2,1,62,2998,2,8
"2025000000346",1,9,99,9,9,99,1,1,67,1498,1,0
"2025000000346",2,9,99,9,9,99,1,3,-1,1586,1,7
"2025000000347",1,9,19,0,1,0,1,1,33,1995,2,17
"2025000000348",2,21,19,0,0,0,2,1,44,10837,2,3
"2025000000348",1,9,19,0,0,0,1,1,21,1598,1,6
"2025000000349",1,9,9,8,5,0,4,1,38,1242,1,12
"2025000000349",2,9,19,1,0,0,1,1,26,1360,1,14
"2025000000350",1,9,19,8,5,0,4,1,42,1086,1,14
"2025000000350",2,9,19,4,0,0,1,2,50,1896,2,16
"2025000000350",3,9,3,1,0,0,1,2,46,1597,2,8
"2025000000351",1,21,19,0,0,0,3,3,-1,-1,-1,-1
"2025000000351",2,9,19,0,0,0,4,2,34,1586,1,5
"2025000000352",2,9,10,0,5,0,2,1,40,-1,-1,-1
"2025000000352",1,9,10,0,0,0,1,2,56,1998,1,18
"2025000000353",2,9,19,0,0,0,3,2,47,1968,2,2
"2025000000353",1,9,19,0,0,0,1,1,82,-1,-1,-1
"2025000000354",2,5,19,0,1,0,3,1,63,1170,1,19
"2025000000354",1,3,19,0,1,0,1,1,18,-1,-1,-1
"2025000000355",2,9,3,4,0,0,2,2,22,1197,1,8
"2025000000355",1,9,19,1,0,0,1,1,-1,1995,2,11
"2025000000356",1,9,19,0,0,0,1,1,49,2199,2,6
"2025000000356",2,9,4,0,0,0,2,2,49,1229,1,15
"2025000000357",2,11,3,0,0,0,2,1,52,6696,2,8
"2025000000357",1,9,19,0,1,0,1,1,46,1968,2,6
"2025000000358",2,98,19,0,0,0,3,1,42,-1,-1,-1
"2025000000358",1,9,19,0,2,0,4,1,49,799,2,9
"2025000000359",1,9,9,1,0,0,1,1,26,3311,8,15
"2025000000359",2,2,19,1,0,0,1,1,18,108,1,2
"2025000000360",1,9,13,0,1,0,1,1,39,2143,2,7
"2025000000360",2,9,19,0,0,0,1,2,58,2720,2,15
"2025000000361",1,9,99,9,9,99,9,2,28,1198,1,14
"2025000000362",2,9,19,1,0,0,1,2,23,1499,1,2
"2025000000362",1,9,9,6,0,0,3,1,26,1200,1,2
"2025000000363",1,9,11,1,0,0,2,2,33,999,1,4
"2025000000363",2,3,11,1,0,0,1,1,35,124,1,15
"2025000000364",1,1,99,9,9,99,1,3,-1,-1,-1,-1
"2025000000365",1,9,7,6,0,0,1,2,75,998,1,3
"2025000000365",2,19,19,1,0,0,1,1,57,1560,2,3
"2025000000366",2,11,19,8,0,0,1,2,40,9000,2,13
"2025000000366",1,9,9,6,0,0,1,1,18,1368,1,11
"2025000000367",1,9,99,9,9,99,2,1,27,1995,2,5
"2025000000367",2,3,19,9,9,99,9,3,-1,125,1,0
"2025000000368",1,8,1,0,0,0,3,1,-1,1956,2,8
"2025000000369",1,9,7,8,0,0,1,1,54,1398,1,7
"2025000000370",2,9,11,8,0,0,4,2,32,796,1,18
"2025000000370",1,9,19,8,0,10,3,2,55,1598,1,17
"2025000000371",1,9,5,0,0,0,3,1,42,-1,-1,-1
"2025000000371",2,9,19,0,0,0,1,2,57,1398,2,10
"2025000000372",1,19,19,0,5,0,3,1,37,2402,2,12
"2025000000373",1,9,6,8,0,0,1,1,48,2143,2,8
"2025000000373",2,9,9,2,0,0,1,1,55,1591,1,11
"2025000000374",2,9,19,8,0,0,4,1,31,2998,1,3
"2025000000374",1,9,19,4,0,0,1,1,-1,-1,-1,-1
"2025000000375",2,9,19,0,0,0,2,2,39,-1,-1,-1
"2025000000375",1,9,19,0,0,0,1,1,18,999,1,0
"2025000000376",2,9,19,2,0,0,3,2,32,1242,1,11
"2025000000376",1,9,5,1,0,0,1,2,57,1296,1,16
"2025000000377",1,5,19,0,0,0,4,1,67,-1,-1,-1
"2025000000378",1,5,19,1,0,0,1,1,53,1170,1,5
"2025000000379",2,90,13,1,0,10,4,1,19,-1,-1,-1
"2025000000379",1,19,7,1,0,0,1,2,25,1598,2,9
"2025000000380",2,9,19,2,0,0,1,2,25,1598,1,9
"2025000000380",1,9,19,1,0,0,1,2,45,1398,2,16
"2025000000381",2,2,99,9,9,99,1,3,-1,125,1,10
"2025000000381",1,1,99,9,9,99,1,1,62,-1,-1,-1
"2025000000382",1,4,19,1,0,12,1,1,70,1254,1,5
"2025000000383",1,9,19,0,0,0,1,1,19,1598,1,17
"2025000000384",1,-1,19,1,0,0,1,1,16,-1,-1,-1
"2025000000384",2,9,4,1,0,0,0,1,28,1598,1,11
"2025000000385",2,9,4,0,0,0,2,1,44,1797,8,5
"2025000000385",1,19,4,0,0,0,1,1,38,1995,2,6
"2025000000386",2,9,5,1,0,0,3,2,43,1798,1,4
"2025000000386",3,9,3,1,0,0,3,1,37,-1,-1,-1
"2025000000386",1,9,9,1,0,0,3,3,22,2143,2,5
"2025000000387",2,1,19,8,0,0,4,1,15,-1,-1,-1
"2025000000387",1,9,19,8,0,0,1,1,-1,-1,-1,-1
"2025000000388",1,11,2,0,0,0,0,1,-1,-1,-1,-1
"2025000000389",2,1,19,8,0,0,3,1,42,-1,-1,-1
"2025000000389",1,9,19,6,0,0,1,2,26,1200,1,6
"2025000000390",2,9,19,0,0,0,1,1,-1,1560,2,7
"2025000000390",1,9,19,0,0,0,2,2,51,1997,1,7
"2025000000391",1,9,19,1,0,0,1,2,21,999,1,1
"2025000000392",2,19,3,1,0,0,1,1,22,1968,2,1
"2025000000392",1,9,5,1,0,4,1,1,26,1598,1,9
"2025000000392",3,9,2,8,0,0,4,3,-1,1329,1,11
"2025000000393",6,9,4,0,0,0,2,1,30,-1,-1,-1
"2025000000393",3,19,4,0,0,0,2,1,41,1868,2,14
"2025000000393",2,9,4,0,0,0,2,1,39,1995,2,2
"2025000000393",4,9,4,0,0,0,2,2,42,1598,2,7
"2025000000393",5,9,4,0,0,0,2,2,54,1197,1,3
"2025000000393",1,21,19,0,0,0,1,1,33,2998,2,10
"2025000000394",1,11,19,8,0,0,0,1,49,5132,2,1
"2025000000395",1,9,19,0,2,0,1,2,69,1796,1,13
"2025000000396",1,9,19,4,0,0,2,1,63,1084,1,6
"2025000000396",2,9,19,3,0,0,1,2,18,1388,1,15
"2025000000397",1,8,6,0,0,0,0,1,55,1991,8,2
"2025000000397",2,1,19,0,0,0,0,2,27,-1,-1,-1
"2025000000398",1,9,9,6,0,0,1,1,47,1995,2,7
"2025000000398",2,1,19,8,0,0,4,1,62,-1,-1,-1
"2025000000399",1,9,19,8,0,0,3,1,46,1798,1,6
"2025000000399",2,9,3,1,0,0,4,1,18,996,1,10
"2025000000400",1,1,19,8,0,0,4,2,57,-1,-1,-1
"2025000000400",2,9,19,4,0,0,1,2,-1,1368,1,14
"2025000000401",2,9,3,4,0,0,2,1,24,1299,1,18
"2025000000401",1,9,4,4,0,0,1,1,-1,1598,1,10
"2025000000402",1,11,19,0,0,0,1,2,27,9400,2,14
"2025000000402",2,1,19,0,0,0,1,1,10,-1,-1,-1
"2025000000403",2,1,15,0,0,0,1,1,21,-1,-1,-1
"2025000000403",1,9,2,0,0,0,4,3,40,-1,-1,-1
"2025000000404",1,9,19,0,0,0,1,1,19,1197,1,7
"2025000000404",2,9,6,0,0,0,2,2,31,1461,2,5
"2025000000405",1,5,19,0,0,0,1,1,26,998,1,9
"2025000000405",2,9,12,0,0,0,2,2,53,1596,1,7
"2025000000406",2,9,19,0,0,0,1,1,38,1560,2,6
"2025000000406",1,9,19,0,0,0,1,1,69,1598,1,7
"2025000000407",2,11,19,8,0,0,1,1,57,7698,2,4
"2025000000407",1,9,7,1,0,0,3,1,64,1200,1,4
"2025000000408",1,9,19,0,0,0,4,2,56,1968,2,6
"2025000000408",2,9,19,0,0,0,4,2,26,999,1,2
"2025000000409",1,9,7,1,0,0,1,1,24,1591,1,8
"2025000000410",2,9,7,8,0,0,1,2,32,1598,8,1
"2025000000410",3,9,19,8,0,0,0,1,68,999,1,7
"2025000000410",1,9,13,8,0,0,2,1,29,1596,1,12
"2025000000411",1,9,5,2,1,0,1,1,27,1368,1,12
"2025000000412",2,9,-1,8,0,0,1,2,47,1496,2,9
"2025000000412",1,9,9,6,0,0,4,1,36,-1,-1,-1
"2025000000413",1,1,99,0,9,99,9,2,32,-1,-1,-1
"2025000000413",2,9,99,0,9,99,9,3,-1,-1,-1,-1
"2025000000414",2,11,19,1,0,0,1,1,73,3900,2,20
"2025000000414",1,9,9,8,1,0,1,1,30,-1,-1,-1
"2025000000415",1,9,19,1,0,0,1,2,27,998,1,1
"2025000000415",3,9,10,8,0,0,2,2,52,1590,1,17
"2025000000415",2,9,3,1,0,0,2,2,48,1360,1,19
"2025000000416",1,9,9,8,0,0,1,1,40,1339,1,11
"2025000000416",2,9,19,8,0,0,1,2,-1,1798,8,3
"2025000000417",2,9,4,0,0,0,1,2,28,1968,2,11
"2025000000417",1,9,4,0,0,0,2,2,32,2143,2,4
"2025000000418",1,19,19,0,5,0,1,1,32,1499,2,3
"2025000000419",1,9,11,0,1,11,4,2,30,1399,2,11
"2025000000420",1,5,19,0,0,12,1,1,48,1254,1,2
"2025000000421",2,9,3,4,0,0,2,2,23,1242,1,8
"2025000000421",3,9,19,1,0,0,1,1,56,-1,-1,-1
"2025000000421",1,19,19,8,0,0,0,1,-1,1995,2,1
"2025000000422",2,1,19,8,0,0,1,2,31,-1,-1,-1
"2025000000422",1,9,19,4,0,0,3,1,53,1997,2,8
"2025000000423",1,9,19,0,5,0,1,1,38,1968,2,12
"2025000000423",2,9,19,0,0,0,3,2,46,998,1,7
"2025000000424",1,9,19,3,5,0,4,2,77,1339,1,6
"2025000000424",2,21,19,3,0,0,3,1,34,-1,-1,-1
"2025000000425",1,9,19,0,5,2,1,1,25,-1,-1,-1
"2025000000426",2,8,3,1,0,0,2,1,41,1798,8,4
"2025000000426",1,9,19,1,0,0,1,2,48,1598,1,20
"2025000000427",2,8,4,0,0,0,2,1,45,1791,8,12
"2025000000427",1,21,4,0,1,0,1,1,43,12740,2,9
"2025000000428",1,19,9,8,0,0,1,1,57,1560,2,10
"2025000000429",1,11,19,1,0,0,0,1,36,4500,2,5
"2025000000430",1,9,19,0,0,0,3,1,22,1598,1,10
"2025000000430",2,9,19,0,0,0,1,1,64,1997,1,6
"2025000000431",2,1,5,8,0,0,1,1,16,-1,-1,-1
"2025000000431",1,9,19,1,0,0,4,1,41,1600,2,13
"2025000000432",2,9,5,1,0,0,3,1,70,1596,1,14
"2025000000432",1,9,19,1,0,0,4,2,25,1461,2,5
"2025000000433",1,9,9,0,0,0,1,1,70,1248,2,9
"2025000000434",3,9,19,1,0,0,1,2,36,1200,1,4
"2025000000434",1,17,19,1,0,0,1,1,22,4485,2,0
"2025000000434",2,17,19,1,0,0,0,1,57,4485,2,1
"2025000000435",1,9,19,0,0,0,1,1,39,-1,-1,-1
"2025000000435",2,9,19,0,0,0,2,1,67,1197,1,7
"2025000000436",2,9,5,0,-1,-1,-1,1,32,1984,1,9
"2025000000436",1,9,5,0,-1,-1,-1,2,-1,1598,2,8
"2025000000437",1,1,14,1,0,0,1,1,-1,-1,-1,-1
"2025000000438",3,9,19,0,0,0,3,2,26,1999,2,6
"2025000000438",2,21,19,0,1,0,4,1,56,12419,2,4
"2025000000438",1,9,19,0,1,0,3,2,27,1396,1,13
"2025000000439",1,98,5,6,0,0,1,3,-1,-1,-1,-1
"2025000000439",2,1,19,1,0,0,1,2,38,-1,-1,-1
"2025000000440",1,9,99,9,9,99,2,2,39,1798,8,4
"2025000000440",2,9,99,9,9,99,1,3,-1,1797,8,14
"2025000000441",1,9,99,0,9,99,2,1,45,1984,1,0
"2025000000441",2,98,99,0,9,99,9,3,-1,-1,-1,-1
"2025000000442",2,9,19,0,0,0,3,1,56,1199,1,5
"2025000000442",1,21,11,0,0,0,4,1,60,12777,2,1
"2025000000443",1,9,5,4,0,0,1,1,75,1206,1,13
"2025000000443",2,1,19,8,5,0,2,1,64,-1,-1,-1
"2025000000444",1,9,19,2,0,0,9,2,23,-1,-1,-1
"2025000000445",2,9,4,1,0,0,2,2,18,1242,1,8
"2025000000445",3,9,4,1,0,0,2,1,31,-1,3,0
"2025000000445",1,19,11,1,0,0,1,1,30,2143,2,10
"2025000000446",1,9,9,5,0,0,3,2,27,-1,-1,-1
"2025000000447",1,9,9,6,0,0,3,1,36,1598,1,14
"2025000000447",2,1,-1,8,5,0,1,1,37,-1,-1,-1
"2025000000448",2,3,99,9,9,99,2,3,-1,689,1,2
"2025000000448",1,8,99,9,9,99,2,1,29,1798,8,4
"2025000000449",2,9,19,8,0,0,1,2,-1,1596,1,16
"2025000000449",1,9,3,8,0,0,2,2,42,2199,2,4
"2025000000450",1,9,9,2,0,0,1,1,46,1598,1,16
"2025000000451",1,9,19,8,0,0,3,2,69,1086,1,15
"2025000000451",2,1,19,8,0,0,1,1,25,-1,-1,-1
"2025000000452",1,3,4,2,2,0,3,1,38,125,1,9
"2025000000453",1,9,9,1,5,10,3,1,21,-1,-1,-1
"2025000000453",2,9,19,1,0,0,0,1,54,2993,2,1
"2025000000454",2,19,3,0,0,0,2,1,55,1995,2,4
"2025000000454",1,21,19,0,0,0,1,1,58,12902,2,2
"2025000000455",2,90,19,8,0,7,1,1,38,2987,2,8
"2025000000455",1,9,19,8,0,0,1,2,76,1598,1,8
"2025000000456",2,9,19,1,0,0,1,3,-1,-1,-1,-1
"2025000000456",1,-1,19,1,0,0,2,1,25,-1,-1,-1
"2025000000457",1,3,99,9,9,99,9,1,29,125,1,0
"2025000000457",2,9,99,9,9,99,2,3,-1,2497,1,28
