"collision_index","vehicle_reference","vehicle_type","vehicle_manoeuvre","junction_location","skidding_and_overturning","hit_object_in_carriageway","first_point_of_impact","sex_of_driver","age_of_driver","engine_capacity_cc","propulsion_code","age_of_vehicle"
"2025000012547",1,5,19,0,0,0,1,3,46,955,1,18
"2025000012548",1,19,13,0,0,0,4,1,60,1995,2,1
"2025000012548",2,1,19,0,0,0,4,1,55,-1,-1,-1
"2025000012549",2,9,4,1,0,0,4,1,38,1968,2,6
"2025000012549",1,1,19,8,0,0,1,1,35,-1,-1,-1
"2025000012550",1,90,19,0,0,8,1,3,-1,-1,-1,-1
"2025000012550",2,9,2,0,0,0,9,3,-1,-1,-1,-1
"2025000012551",2,9,4,0,0,0,3,2,45,1395,8,2
"2025000012551",3,9,4,0,0,0,1,2,19,1198,1,3
"2025000012551",4,19,2,0,0,4,3,3,58,2198,2,8
"2025000012551",1,9,4,0,1,0,1,2,30,1598,1,11
"2025000012552",1,3,19,1,1,0,3,1,48,125,1,6
"2025000012552",2,9,19,1,0,0,1,2,49,1968,2,16
"2025000012553",1,9,19,0,0,0,1,2,35,1796,1,12
"2025000012553",2,10,19,0,0,0,0,2,57,2402,2,15
"2025000012553",3,9,19,0,0,0,0,1,44,2000,2,14
"2025000012554",2,3,19,8,2,0,0,1,18,125,1,8
"2025000012554",1,9,9,6,0,0,0,1,-1,2231,2,16
"2025000012555",2,9,4,1,0,0,2,2,35,-1,-1,-1
"2025000012555",1,9,19,1,0,0,1,3,-1,1995,2,7
"2025000012556",2,9,9,6,0,7,4,1,60,1582,2,17
"2025000012556",1,9,19,8,0,0,1,3,-1,999,1,2
"2025000012557",2,9,4,1,0,0,2,2,30,1596,1,15
"2025000012557",1,9,19,1,0,0,1,2,69,1997,2,7
"2025000012558",1,9,19,0,0,0,4,1,37,1199,1,2
"2025000012559",1,9,2,0,0,0,2,2,29,1199,1,4
"2025000012559",2,9,19,0,1,0,1,1,29,1246,1,17
"2025000012560",1,21,12,0,0,0,1,3,-1,-1,-1,-1
"2025000012560",2,9,19,0,0,0,4,1,64,3246,1,17
"2025000012561",1,9,99,0,9,99,9,1,29,1240,1,12
"2025000012562",2,19,3,1,0,0,2,1,61,1995,2,2
"2025000012562",1,9,19,1,0,0,1,2,32,1339,8,14
"2025000012563",1,9,12,0,0,0,1,1,58,1373,8,3
"2025000012563",2,21,19,0,0,0,1,1,46,12777,2,3
"2025000012564",2,21,19,8,0,0,1,1,40,6728,2,1
"2025000012564",1,9,9,6,0,0,3,1,-1,3956,2,2
"2025000012565",2,9,19,1,0,0,4,2,62,-1,-1,-1
"2025000012565",1,9,9,6,0,0,1,1,35,1590,1,18
"2025000012566",2,9,19,8,0,0,1,1,41,1591,1,10
"2025000012566",1,9,10,5,0,0,1,1,28,1242,1,15
"2025000012567",1,19,1,0,0,0,2,3,-1,-1,-1,-1
"2025000012568",1,1,19,1,0,0,1,1,50,-1,-1,-1
"2025000012568",2,9,7,1,0,0,4,1,25,1968,2,1
"2025000012569",2,3,15,2,0,0,1,1,30,124,1,7
"2025000012569",1,19,6,2,0,0,1,1,23,1560,2,4
"2025000012570",1,9,19,0,1,0,1,1,19,999,1,1
"2025000012571",2,19,19,2,0,0,1,1,43,2198,2,8
"2025000012571",1,9,19,2,0,0,1,2,40,999,1,0
"2025000012572",1,19,19,0,0,0,0,1,21,1598,2,10
"2025000012573",2,9,2,1,0,0,2,1,32,-1,-1,-1
"2025000012573",1,9,19,1,0,4,1,1,25,1995,2,11
"2025000012574",1,9,19,0,0,9,1,1,32,1200,1,7
"2025000012575",1,9,-1,-1,-1,-1,2,1,-1,998,1,19
"2025000012576",1,9,5,1,0,0,1,1,25,2982,2,9
"2025000012577",2,9,2,0,0,0,3,1,68,2497,2,7
"2025000012577",1,1,19,0,0,0,1,1,67,-1,-1,-1
"2025000012578",1,9,19,6,0,0,1,1,69,1997,2,12
"2025000012579",1,9,19,1,0,0,1,2,25,999,1,3
"2025000012580",2,2,19,0,2,0,1,1,16,50,1,11
"2025000012580",1,9,7,0,0,0,1,1,20,1390,1,11
"2025000012581",2,9,19,4,0,0,1,1,-1,2000,2,12
"2025000012581",1,9,19,8,0,0,0,1,29,1198,1,10
"2025000012582",1,9,9,1,0,0,1,2,23,998,1,8
"2025000012582",2,9,19,8,0,0,1,1,44,1198,1,9
"2025000012583",1,9,19,0,0,4,1,1,58,1798,8,7
"2025000012583",2,9,2,0,0,4,3,-1,-1,1496,2,6
"2025000012584",2,19,8,8,0,0,4,1,55,1461,2,6
"2025000012584",1,11,19,8,0,0,3,1,50,6696,2,9
"2025000012585",1,9,19,0,0,7,1,1,33,2143,12,7
"2025000012586",1,21,11,0,0,0,1,1,42,12740,2,7
"2025000012586",2,9,19,0,5,10,2,2,51,1242,1,11
"2025000012587",1,9,9,1,0,0,3,1,59,1994,1,24
"2025000012587",2,9,19,1,0,0,1,1,43,1591,1,4
"2025000012588",2,1,19,1,0,0,4,1,32,-1,-1,-1
"2025000012588",1,9,9,1,0,0,4,1,52,1798,8,6
"2025000012589",2,9,3,0,0,0,2,1,25,998,1,6
"2025000012589",3,9,3,0,0,0,2,1,55,3456,8,7
"2025000012589",1,10,19,0,0,0,1,1,59,-1,-1,-1
"2025000012589",5,9,3,0,0,0,2,1,62,1461,2,1
"2025000012589",4,9,3,0,0,0,2,2,42,1560,2,7
"2025000012590",1,9,19,8,2,4,1,1,19,1598,1,13
"2025000012590",2,9,5,6,0,0,0,1,34,1995,2,13
"2025000012590",3,98,2,1,0,0,1,1,50,2461,2,14
"2025000012591",1,5,19,0,0,0,1,1,22,645,1,22
"2025000012592",2,1,19,1,0,0,3,1,33,-1,-1,-1
"2025000012592",1,9,9,1,0,0,1,1,58,1997,1,15
"2025000012593",1,19,9,1,0,0,1,3,-1,-1,-1,-1
"2025000012593",2,1,19,1,0,0,4,1,22,-1,-1,-1
"2025000012594",2,23,5,0,0,0,3,2,35,-1,-1,-1
"2025000012594",1,19,5,0,0,0,4,1,41,1995,2,1
"2025000012595",1,9,99,9,9,99,3,3,31,-1,-1,-1
"2025000012596",1,9,19,0,0,0,1,1,46,1198,1,14
"2025000012596",2,9,4,0,0,0,2,2,36,1910,2,15
"2025000012597",1,9,9,6,0,0,1,2,23,-1,-1,-1
"2025000012597",2,9,19,8,0,0,1,1,42,2000,2,14
"2025000012598",1,9,19,0,0,0,4,1,31,1969,12,0
"2025000012599",1,9,9,8,0,0,1,2,17,1598,1,16
"2025000012599",2,9,19,1,0,0,3,1,25,1364,2,8
"2025000012600",2,1,9,1,2,0,2,1,51,-1,-1,-1
"2025000012600",1,9,3,1,0,0,0,1,32,2179,2,12
"2025000012601",1,9,9,8,0,0,1,1,75,1242,1,17
"2025000012601",2,1,19,8,0,0,1,1,40,-1,-1,-1
"2025000012602",1,9,19,8,5,0,3,1,30,1969,2,8
"2025000012603",1,9,19,1,0,0,2,1,53,1364,1,7
"2025000012604",1,9,6,8,0,0,3,2,30,999,1,2
"2025000012604",2,19,9,1,0,0,1,1,37,2143,2,2
"2025000012605",1,9,19,0,0,0,1,1,-1,-1,-1,-1
"2025000012606",1,9,19,0,0,0,2,2,21,-1,-1,-1
"2025000012606",2,1,19,0,0,0,1,1,34,-1,-1,-1
"2025000012607",1,9,19,1,1,7,1,2,24,1598,1,6
"2025000012608",1,9,19,0,0,0,1,1,19,999,1,8
"2025000012609",2,9,-1,-1,-1,-1,-1,2,35,-1,3,3
"2025000012609",1,9,-1,-1,-1,-1,-1,2,34,1248,1,15
"2025000012610",1,19,19,1,0,0,1,1,35,2198,2,9
"2025000012610",2,9,3,1,0,0,2,2,44,1499,1,3
"2025000012611",1,9,1,0,0,0,2,2,72,-1,-1,-1
"2025000012612",2,9,99,9,9,99,9,1,-1,1198,1,15
"2025000012612",1,3,99,9,9,99,9,1,19,124,1,12
"2025000012613",1,19,1,0,0,0,2,1,59,-1,-1,-1
"2025000012613",2,9,2,0,0,0,4,1,54,-1,-1,-1
"2025000012614",1,1,19,0,0,0,1,1,8,-1,-1,-1
"2025000012614",2,9,19,0,0,0,1,1,28,1242,1,21
"2025000012615",2,9,9,1,0,0,1,2,56,1242,1,12
"2025000012615",1,9,7,6,0,0,1,2,68,1968,2,7
"2025000012616",1,3,99,9,9,99,9,3,23,124,1,3
"2025000012616",2,9,99,9,9,99,9,3,-1,-1,-1,-1
"2025000012617",1,19,19,1,0,0,1,3,-1,1870,2,16
"2025000012617",2,9,4,1,0,0,2,2,49,2000,2,16
"2025000012617",3,9,4,1,0,0,2,2,38,1896,2,12
"2025000012618",1,5,19,1,0,0,1,1,25,-1,-1,-1
"2025000012618",2,19,9,8,0,0,1,1,58,-1,-1,-1
"2025000012619",2,9,2,0,0,0,0,2,30,1242,1,10
"2025000012619",1,9,19,0,0,0,0,2,46,998,1,6
"2025000012620",2,-1,19,1,0,0,1,1,29,-1,-1,-1
"2025000012620",1,9,99,1,0,0,2,3,-1,1995,2,17
"2025000012621",1,1,19,9,0,99,1,2,18,-1,-1,-1
"2025000012621",2,9,9,9,5,99,3,3,-1,-1,-1,-1
"2025000012622",2,9,2,0,0,0,4,3,-1,1999,2,4
"2025000012622",1,9,19,0,0,0,3,3,-1,-1,-1,-1
"2025000012623",1,9,7,5,1,0,4,1,33,1968,2,3
"2025000012623",2,11,19,1,0,0,1,1,42,9000,2,10
"2025000012624",1,9,19,0,0,0,4,1,-1,-1,-1,-1
"2025000012625",1,9,9,0,0,0,2,2,64,998,1,7
"2025000012625",2,9,13,0,0,0,1,1,52,1997,1,1
"2025000012626",1,19,19,8,0,0,4,1,79,1995,2,2
"2025000012626",2,9,9,8,0,0,3,2,20,1199,1,5
"2025000012627",1,19,19,0,2,0,0,1,40,1995,2,2
"2025000012628",3,9,2,0,0,0,2,3,-1,1086,1,17
"2025000012628",1,9,19,0,5,4,1,2,51,1248,1,5
"2025000012628",2,9,2,0,0,0,2,3,-1,-1,-1,-1
"2025000012629",1,19,19,0,0,0,4,3,-1,-1,-1,-1
"2025000012630",1,9,1,2,0,0,2,1,24,1242,1,7
"2025000012631",1,19,5,0,0,0,1,1,58,1598,2,6
"2025000012632",1,9,19,0,0,0,1,1,45,-1,-1,-1
"2025000012633",2,9,10,1,0,0,2,2,34,3956,2,7
"2025000012633",1,9,19,1,0,0,1,3,-1,1560,2,14
"2025000012634",1,9,19,1,0,0,1,3,-1,-1,-1,-1
"2025000012634",2,9,2,1,0,0,2,2,24,1398,1,4
"2025000012635",1,9,19,1,0,0,1,2,37,1199,1,3
"2025000012636",2,9,99,9,9,99,1,1,26,-1,3,0
"2025000012636",1,9,99,9,9,99,2,2,35,1984,1,0
"2025000012637",1,9,19,0,5,0,1,1,20,1242,1,8
"2025000012637",3,9,9,0,0,0,0,1,42,1984,1,2
"2025000012637",2,9,9,0,0,0,0,1,38,2993,2,4
"2025000012638",2,19,99,9,9,99,1,3,-1,-1,-1,-1
"2025000012638",1,1,99,9,9,99,9,1,39,-1,-1,-1
"2025000012639",1,9,19,4,0,0,3,2,87,1299,1,18
"2025000012639",2,9,9,8,0,0,1,2,37,1560,2,7
"2025000012640",1,9,19,0,0,0,4,2,50,2967,2,5
"2025000012640",2,11,12,0,0,0,4,1,33,6690,2,5
"2025000012641",3,9,3,1,0,0,0,2,51,1998,1,4
"2025000012641",4,1,19,1,0,0,0,1,30,-1,-1,-1
"2025000012641",1,9,5,6,0,0,3,1,34,1997,1,17
"2025000012641",2,1,19,1,5,0,1,1,26,-1,-1,-1
"2025000012642",2,9,19,1,0,0,1,2,51,1968,3,0
"2025000012642",1,9,9,8,0,0,1,2,37,-1,-1,-1
"2025000012643",1,19,9,5,0,0,3,1,64,-1,-1,-1
"2025000012643",2,5,19,1,0,0,1,1,53,-1,-1,-1
"2025000012644",1,20,7,8,1,0,4,1,45,4500,2,6
"2025000012644",2,3,15,1,1,10,1,1,21,125,1,3
"2025000012645",1,9,5,1,0,0,1,1,44,-1,-1,-1
"2025000012645",2,5,19,1,0,0,1,1,27,599,1,14
"2025000012646",2,1,19,0,0,0,0,2,55,-1,-1,-1
"2025000012646",1,9,-1,0,-1,-1,-1,3,-1,-1,-1,-1
"2025000012647",2,19,19,3,0,0,1,3,-1,1995,2,5
"2025000012647",1,1,9,3,5,0,2,2,27,-1,-1,-1
"2025000012648",1,9,9,6,0,0,1,1,69,1560,2,8
"2025000012648",2,9,19,1,0,0,1,1,31,1999,1,18
"2025000012649",1,3,99,9,9,99,1,1,20,124,1,8
"2025000012649",2,9,99,9,9,99,9,3,-1,1395,1,4
"2025000012650",1,9,4,0,0,0,4,1,45,1199,1,3
"2025000012650",2,3,19,0,2,0,3,1,44,125,1,5
"2025000012651",2,9,19,0,0,0,2,1,41,1598,1,13
"2025000012651",1,9,19,0,0,0,1,1,25,1968,2,11
"2025000012652",1,9,19,8,0,0,1,1,46,1197,1,9
"2025000012652",2,9,19,8,5,0,4,2,35,999,1,0
"2025000012653",2,9,19,8,0,0,1,2,71,998,1,5
"2025000012653",1,9,19,8,0,0,1,1,23,1248,2,7
"2025000012654",2,9,19,8,0,0,1,1,53,1995,2,4
"2025000012654",1,9,5,8,0,0,3,2,60,998,1,9
"2025000012655",1,9,19,0,1,0,1,2,19,1197,1,8
"2025000012655",2,9,5,0,0,0,4,1,55,-1,-1,-1
"2025000012656",1,9,19,1,0,0,4,1,49,2967,2,10
"2025000012657",1,1,99,9,9,99,1,1,36,-1,-1,-1
"2025000012657",2,20,99,9,9,99,0,3,-1,-1,-1,-1
"2025000012658",2,1,15,8,0,0,4,1,72,-1,-1,-1
"2025000012658",1,9,3,8,0,0,1,1,67,2967,2,14
"2025000012659",1,9,7,8,0,0,1,1,46,2204,2,14
"2025000012659",2,9,9,8,1,0,2,1,41,-1,-1,-1
"2025000012660",1,1,19,1,0,0,4,1,42,-1,-1,-1
"2025000012660",2,1,9,1,0,0,3,2,34,-1,-1,-1
"2025000012661",1,9,5,6,0,0,1,1,39,1197,1,7
"2025000012661",2,1,19,1,0,0,1,1,28,-1,-1,-1
"2025000012662",1,9,5,6,0,0,1,3,-1,1332,1,1
"2025000012662",2,1,19,8,0,0,4,1,32,-1,-1,-1
"2025000012663",2,9,10,1,0,0,2,2,25,1242,1,8
"2025000012663",1,9,19,1,0,0,-1,1,-1,-1,-1,-1
"2025000012664",2,9,3,8,0,0,2,1,49,-1,-1,-1
"2025000012664",1,9,19,1,1,0,1,1,44,-1,-1,-1
"2025000012664",4,9,19,1,0,0,1,2,23,1388,1,15
"2025000012664",3,9,19,1,0,0,1,2,38,1896,2,12
"2025000012665",2,11,19,8,0,0,1,1,59,4250,2,10
"2025000012665",1,19,19,8,0,0,4,1,34,1997,2,1
"2025000012666",1,9,99,9,9,99,1,2,51,2995,1,20
"2025000012667",3,9,99,9,9,99,1,3,-1,-1,-1,-1
"2025000012667",2,19,99,9,9,99,9,3,-1,1499,2,0
"2025000012667",1,1,99,9,9,99,1,2,36,-1,-1,-1
"2025000012668",1,9,19,6,0,10,1,1,55,-1,-1,-1
"2025000012669",1,9,19,0,0,0,1,1,28,1588,1,22
"2025000012669",3,9,2,0,0,0,3,3,-1,1495,1,17
"2025000012669",4,9,2,0,0,0,3,3,-1,1339,1,20
"2025000012669",5,9,2,0,0,0,3,3,-1,1242,1,18
"2025000012669",2,9,2,0,0,0,2,3,-1,2199,2,13
"2025000012670",1,8,3,8,0,0,1,1,36,1798,8,7
"2025000012670",2,4,14,2,0,0,1,1,20,125,1,8
"2025000012671",1,3,13,1,0,0,1,1,66,-1,-1,-1
"2025000012671",2,19,9,1,0,0,3,1,-1,1499,2,1
"2025000012672",1,9,19,8,0,0,1,1,61,1798,8,8
"2025000012672",2,9,19,8,5,0,3,2,22,1198,1,13
"2025000012673",1,9,8,1,0,0,1,3,40,-1,-1,-1
"2025000012674",1,9,14,0,0,0,1,3,-1,-1,-1,-1
"2025000012675",1,9,19,3,0,0,1,1,28,1388,1,16
"2025000012675",2,20,4,3,0,0,2,1,52,2143,2,2
"2025000012676",2,9,19,1,1,0,1,1,32,1499,1,3
"2025000012676",1,9,9,6,1,0,1,2,34,1333,1,4
"2025000012677",4,9,19,0,0,0,0,1,65,1598,1,0
"2025000012677",3,9,19,0,0,0,2,2,20,1560,2,8
"2025000012677",2,9,19,0,0,0,2,2,30,1248,2,9
"2025000012677",1,19,19,0,0,0,1,1,34,2143,2,0
"2025000012678",1,11,19,0,0,4,1,1,64,4500,2,5
"2025000012679",2,9,99,9,9,99,9,3,-1,1797,8,11
"2025000012679",1,3,99,9,9,99,9,3,38,125,1,1
"2025000012680",1,8,99,9,9,99,9,1,41,-1,3,2
"2025000012680",2,9,19,9,9,99,9,1,26,1596,1,15
"2025000012681",1,8,5,0,0,0,3,1,54,-1,-1,-1
"2025000012682",1,5,19,0,0,10,1,1,21,689,1,1
"2025000012682",2,9,2,0,0,0,1,3,-1,1896,2,15
"2025000012683",1,9,-1,0,-1,-1,1,2,-1,-1,-1,-1
"2025000012684",1,3,19,0,1,0,3,1,28,125,1,0
"2025000012685",1,9,7,6,0,0,3,1,-1,2143,2,10
"2025000012686",1,9,99,9,9,99,2,1,41,2143,2,6
"2025000012686",2,9,99,9,9,99,1,1,35,1798,1,18
"2025000012687",2,11,6,8,0,0,3,1,39,6700,2,6
"2025000012687",1,9,19,8,0,0,4,1,47,1968,2,14
"2025000012688",1,9,3,1,0,0,1,3,-1,-1,-1,-1
"2025000012688",2,9,8,1,0,0,2,2,53,-1,-1,-1
"2025000012689",1,9,1,0,0,0,1,1,-1,1598,2,8
"2025000012689",2,9,10,0,0,0,2,1,58,1582,2,5
"2025000012690",1,9,19,0,0,0,3,1,29,-1,-1,-1
"2025000012690",2,9,19,0,0,0,3,1,72,2497,2,17
"2025000012691",1,5,19,7,0,0,3,1,37,-1,-1,-1
"2025000012692",2,9,12,8,0,0,1,2,84,1498,8,2
"2025000012692",1,9,10,8,0,0,1,2,42,1591,1,6
"2025000012693",1,9,99,9,9,99,4,2,45,1997,1,8
"2025000012693",2,9,99,9,9,99,1,3,-1,1598,2,5
"2025000012694",2,1,19,1,0,0,1,1,59,-1,-1,-1
"2025000012694",1,9,1,1,0,0,4,1,64,1586,1,5
"2025000012695",2,3,9,6,5,0,3,1,29,124,1,5
"2025000012695",1,11,19,1,0,0,1,1,48,4580,2,1
"2025000012696",1,9,4,1,0,0,2,2,55,1242,1,7
"2025000012696",2,9,4,1,0,0,1,2,35,1984,1,6
"2025000012697",1,9,5,2,0,0,1,2,27,1995,2,10
"2025000012697",2,11,19,1,0,0,1,2,53,6700,2,16
"2025000012698",1,11,19,2,0,0,1,1,58,6700,2,13
"2025000012698",2,19,7,5,0,0,4,1,25,1995,2,1
"2025000012699",2,9,19,1,0,0,4,2,37,1798,1,17
"2025000012699",1,9,5,1,0,0,3,3,-1,-1,-1,-1
"2025000012700",2,1,19,8,5,0,3,1,45,-1,-1,-1
"2025000012700",1,9,7,3,0,0,4,1,41,-1,-1,-1
"2025000012701",2,9,9,8,0,0,1,2,41,999,1,1
"2025000012701",1,9,19,8,0,0,1,2,42,2199,2,7
"2025000012702",2,9,2,0,0,0,1,3,-1,-1,-1,-1
"2025000012702",1,3,19,0,2,4,1,3,35,125,1,3
"2025000012703",2,9,3,1,0,0,2,1,30,-1,-1,-1
"2025000012703",1,9,19,1,0,0,1,1,35,1242,1,11
"2025000012704",1,9,5,6,0,0,4,1,50,2400,2,9
"2025000012704",2,19,19,8,0,0,1,1,23,2143,2,3
"2025000012705",1,9,19,1,0,0,4,2,54,1242,1,5
"2025000012706",1,9,2,1,0,0,3,2,27,1242,1,10
"2025000012706",2,9,19,1,0,0,4,2,60,1969,2,3
"2025000012707",2,21,19,0,0,0,1,1,62,12809,2,3
"2025000012707",1,9,19,0,0,0,1,2,56,1499,1,3
"2025000012708",1,9,19,1,0,0,1,1,47,2497,2,11
"2025000012709",1,9,6,3,0,0,1,2,18,1248,1,10
"2025000012709",2,9,19,4,0,0,1,1,77,1595,1,6
"2025000012710",1,9,19,0,0,0,1,1,23,1399,2,16
"2025000012711",1,9,19,0,2,10,1,1,23,998,1,12
"2025000012712",1,90,19,0,0,0,3,2,50,-1,-1,-1
"2025000012712",2,98,19,0,0,0,3,3,35,-1,-1,-1
"2025000012713",1,9,19,8,0,0,1,2,32,1332,1,0
"2025000012713",2,9,19,8,0,0,4,2,36,1997,2,4
"2025000012714",1,19,19,1,0,0,1,1,30,1499,2,7
"2025000012715",2,9,3,1,0,0,2,2,50,1229,1,9
"2025000012715",1,9,19,1,0,0,1,1,24,1998,1,5
"2025000012716",2,21,19,1,0,0,1,1,66,7146,2,14
"2025000012716",1,9,9,6,0,0,0,1,21,1242,1,8
"2025000012717",1,9,4,0,0,0,4,1,41,2993,12,1
"2025000012718",1,11,5,0,0,0,0,1,53,4461,2,9
"2025000012719",1,11,5,4,0,0,1,1,30,13000,2,5
"2025000012719",2,3,3,4,5,0,2,1,31,125,1,3
"2025000012720",2,9,7,8,0,0,0,1,43,999,1,0
"2025000012720",1,2,4,8,0,0,0,1,43,48,1,9
"2025000012721",2,1,19,8,0,0,1,1,40,-1,-1,-1
"2025000012721",1,9,7,8,0,0,4,1,-1,1995,2,10
"2025000012722",1,9,3,9,9,99,2,2,40,1984,1,0
"2025000012722",2,19,19,9,9,99,2,1,43,1499,2,6
"2025000012723",2,9,99,9,9,99,1,3,-1,1598,1,10
"2025000012723",1,9,99,9,9,99,2,2,48,998,1,10
"2025000012724",1,9,3,0,0,0,1,1,-1,-1,3,1
"2025000012725",1,9,19,0,1,0,4,2,23,1968,2,9
"2025000012726",1,9,19,0,0,0,1,3,-1,-1,-1,-1
"2025000012726",2,1,19,0,0,0,2,1,24,-1,-1,-1
"2025000012727",1,21,19,3,0,0,1,1,59,12742,2,0
"2025000012727",3,9,5,4,0,0,3,1,62,1968,2,15
"2025000012727",2,9,5,4,0,0,3,2,28,998,1,3
"2025000012728",1,9,19,4,1,9,1,1,26,1995,2,15
"2025000012729",1,9,6,8,0,0,3,1,57,2490,2,25
"2025000012729",2,9,19,8,0,0,1,1,74,1248,1,13
"2025000012730",1,9,19,4,0,0,1,1,53,999,1,1
"2025000012730",2,1,19,3,0,0,2,2,62,-1,-1,-1
"2025000012731",1,9,19,0,0,0,1,2,17,1242,1,11
"2025000012732",1,9,19,0,1,0,1,2,28,1598,2,5
"2025000012732",3,5,19,0,0,0,4,1,69,1198,1,12
"2025000012732",2,5,19,0,0,0,1,1,59,1585,2,14
"2025000012733",2,9,6,8,0,0,3,1,40,1596,1,19
"2025000012733",1,3,19,1,0,0,1,1,22,124,1,4
"2025000012734",2,9,19,1,0,0,2,2,28,1242,1,8
"2025000012734",1,9,19,1,0,0,1,1,36,1598,1,17
"2025000012735",1,9,19,8,0,6,1,1,35,1997,2,13
"2025000012736",1,9,7,2,0,0,1,1,23,1796,2,9
"2025000012737",1,21,14,0,0,0,1,1,60,12740,2,5
"2025000012737",2,19,2,0,0,0,2,1,37,1461,2,9
"2025000012738",1,9,5,1,0,0,3,2,49,1596,1,13
"2025000012738",2,9,19,1,0,0,1,2,28,-1,-1,-1
"2025000012739",2,9,4,0,0,0,2,2,60,1390,1,10
"2025000012739",1,9,4,0,0,0,1,1,61,1956,2,8
"2025000012740",1,9,7,8,0,0,1,3,-1,-1,-1,-1
"2025000012741",2,5,19,8,0,0,4,1,22,645,1,5
"2025000012741",1,9,9,8,0,0,3,2,59,1598,1,10
"2025000012742",1,9,7,6,0,0,1,1,37,1968,2,11
"2025000012742",2,9,19,8,0,0,1,2,19,1995,2,13
"2025000012743",1,9,19,0,0,0,1,1,33,1968,2,13
"2025000012743",2,9,19,0,0,0,1,1,34,2495,2,37
"2025000012744",1,1,99,9,9,99,9,1,37,-1,-1,-1
"2025000012744",2,9,99,9,9,99,1,1,17,1229,1,15
"2025000012745",1,9,19,8,0,0,4,3,-1,-1,-1,-1
"2025000012746",1,3,14,1,1,0,0,1,27,125,1,2
"2025000012746",2,8,5,6,0,0,0,1,60,1798,8,7
"2025000012747",1,9,19,8,0,0,1,1,55,647,8,7
"2025000012747",2,9,19,8,1,0,2,1,51,998,1,15
"2025000012748",1,21,5,1,0,0,1,1,54,12742,2,0
"2025000012749",1,9,19,1,0,0,1,2,39,-1,-1,-1
"2025000012749",2,19,19,1,0,0,3,1,40,2198,2,7
"2025000012749",4,9,5,2,0,0,1,1,46,-1,-1,-1
"2025000012749",3,9,9,1,0,0,-1,3,-1,1796,1,15
"2025000012750",1,9,6,0,0,0,1,1,54,1498,1,1
"2025000012750",2,9,19,0,5,0,1,1,27,-1,-1,-1
"2025000012751",2,1,19,3,0,0,4,1,54,-1,-1,-1
"2025000012751",1,9,19,4,0,0,1,2,-1,2460,2,16
"2025000012752",1,1,19,1,0,0,1,1,20,-1,-1,-1
"2025000012752",2,9,13,1,0,0,1,1,36,1399,1,7
"2025000012753",1,9,19,4,0,0,1,1,20,1496,2,4
"2025000012753",2,9,19,3,0,0,4,1,51,1560,2,10
"2025000012754",1,9,9,8,0,0,0,1,26,1995,2,8
"2025000012755",2,9,3,0,0,0,2,2,47,1498,1,1
"2025000012755",1,9,4,0,0,0,1,1,40,-1,-1,-1
"2025000012756",1,9,19,0,0,0,1,2,77,1798,1,11
"2025000012757",1,4,99,9,9,99,1,1,36,279,1,4
"2025000012757",2,9,99,9,9,99,9,3,-1,-1,-1,-1
"2025000012758",2,9,10,1,0,0,0,1,32,1360,1,15
"2025000012758",1,9,19,8,0,0,1,1,20,998,1,4
"2025000012759",2,1,19,0,0,0,2,1,62,-1,-1,-1
"2025000012759",1,9,19,0,0,0,4,2,65,1461,2,6
"2025000012760",2,8,19,0,1,0,1,1,47,1968,2,4
"2025000012760",1,9,19,0,1,0,1,1,25,3189,1,17
"2025000012761",1,9,8,1,0,0,3,1,40,1950,2,8
"2025000012761",2,9,7,1,1,0,1,1,23,1499,1,3
"2025000012762",2,1,19,0,0,0,1,1,49,-1,-1,-1
"2025000012762",1,9,6,0,0,0,1,1,62,1992,2,16
"2025000012763",1,9,19,1,5,0,1,1,83,2148,2,16
"2025000012764",1,98,19,1,0,0,1,1,59,-1,-1,-1
"2025000012765",1,1,19,0,5,0,0,2,29,-1,-1,-1
"2025000012766",1,9,3,1,0,0,0,1,60,-1,-1,-1
"2025000012766",2,1,14,1,0,0,1,1,32,-1,-1,-1
"2025000012767",1,8,5,5,0,0,4,1,-1,-1,-1,-1
"2025000012768",1,9,19,0,5,0,1,1,24,1598,1,6
"2025000012769",1,9,4,1,0,0,1,1,17,1248,1,8
"2025000012769",2,9,3,1,0,0,2,2,63,998,1,5
"2025000012770",1,9,7,8,0,0,4,3,-1,-1,-1,-1
"2025000012770",2,1,19,8,5,0,2,2,55,-1,-1,-1
"2025000012771",2,9,99,9,9,99,9,3,-1,2993,2,2
"2025000012771",1,1,99,9,9,99,9,1,26,-1,-1,-1
"2025000012772",2,9,7,0,0,0,2,1,36,1399,2,10
"2025000012772",1,9,19,0,0,0,1,3,-1,1984,1,15
"2025000012773",2,22,19,1,0,0,0,1,42,-1,-1,-1
"2025000012773",1,-1,19,1,0,0,0,1,-1,-1,-1,-1
"2025000012774",1,9,19,8,0,0,1,2,30,1968,2,12
"2025000012774",2,9,19,1,0,0,1,1,47,1968,2,6
"2025000012775",1,9,19,0,0,0,1,1,40,-1,-1,-1
"2025000012776",3,11,2,1,0,0,4,-1,-1,-1,-1,-1
"2025000012776",4,11,19,1,0,4,4,1,39,4500,2,4
"2025000012777",2,9,4,0,0,0,2,1,74,1580,8,1
"2025000012777",1,9,19,0,0,0,1,1,50,-1,-1,-1
"2025000012778",1,3,19,1,0,0,1,1,17,125,1,2
"2025000012778",2,9,4,1,0,0,2,2,62,998,1,9
